# Multipole Expansion Model for Optical Coupling Strength
# 
# Parameters:
# a = 300 nm (Major axis)
# b = 180 nm (Minor axis)
# lambda = 1064 nm (Wavelength)
# V = 0.04 ×10⁻¹⁸ m³ (Volume)
# rho = 3500 kg/m³ (Density)
# I = 3.49e-30 kg·m² (Moment of inertia)
# L1 = 0.210 (Depolarization factor, major axis)
# L2 = 0.395 (Depolarization factor, minor axis)
# epsilon_r = 5.7 (Relative permittivity)
# C1 = 0.033 (Multipole expansion coefficient, 1st order)
# C2 = 0.012 (Multipole expansion coefficient, 2nd order)
#
# Columns:
# R_lambda: Distance between particles in units of wavelength (dimensionless)
# g_*mW_kHz: Coupling strength at different laser powers (in kHz)
#
# Note: Data generated for Fig. 1 in manuscript
R_lambda,g_600mW_kHz,g_800mW_kHz,g_1000mW_kHz
1.1679999999999937,33.24058767827221,38.38292448814363,42.91341416536526
1.1699999999999935,32.15012226888006,37.12376349283456,41.505629375301574
1.1719999999999935,31.05836203380024,35.86310736160683,40.09617297246302
1.1739999999999935,29.965470449201003,34.60114486047994,38.685256003675335
1.1759999999999935,28.87161068219691,33.33806439860892,37.273089116777605
1.1779999999999935,27.776945569276567,32.07405400337481,35.859882532772694
1.1799999999999933,26.681637594818127,30.809301295576564,34.44584601809078
1.1819999999999935,25.585848869697355,29.543993464729695,33.031188856972584
1.1839999999999935,24.489741109989335,28.278317244473172,31.616119823973275
1.1859999999999933,23.39347561576717,27.012458888088233,30.200847156591852
1.1879999999999933,22.297213249999547,25.746604144131453,28.78557852802788
1.1899999999999933,21.20111441755168,24.48093823218703,27.370521020071866
1.1919999999999933,20.105339044290528,23.215645818739663,25.955881096130327
1.1939999999999933,19.010046556297933,21.95091099317185,24.541864574389848
1.195999999999993,17.915395859193087,20.686917243887667,23.128676601122713
1.1979999999999933,16.821545317568884,19.42384743456776,21.716521624139222
1.1999999999999933,15.728652734543271,18.161883780557403,20.305603366388617
1.2019999999999933,14.636875331428666,16.901207825390664,18.896124799712464
1.203999999999993,13.546369727521215,15.64200041745314,17.488288118752656
1.205999999999993,12.457291920014077,14.384441686787756,16.082294715019582
1.2079999999999933,11.369797264035931,13.12871102204523,14.678345151121945
1.209999999999993,10.284040452817644,11.874987047582536,13.27663913516204
