# Multipole Expansion Model for Optical Coupling Strength
# 
# Parameters:
# a = 300 nm (Major axis)
# b = 180 nm (Minor axis)
# lambda = 1064 nm (Wavelength)
# V = 0.04 ×10⁻¹⁸ m³ (Volume)
# rho = 3500 kg/m³ (Density)
# I = 3.49e-30 kg·m² (Moment of inertia)
# L1 = 0.210 (Depolarization factor, major axis)
# L2 = 0.395 (Depolarization factor, minor axis)
# epsilon_r = 5.7 (Relative permittivity)
# C1 = 0.033 (Multipole expansion coefficient, 1st order)
# C2 = 0.012 (Multipole expansion coefficient, 2nd order)
#
# Columns:
# R_lambda: Distance between particles in units of wavelength (dimensionless)
# g_*mW_kHz: Coupling strength at different laser powers (in kHz)
#
# Note: Data generated for Fig. 1 in manuscript
R_lambda,g_600mW_kHz,g_800mW_kHz,g_1000mW_kHz 
1.9499999999999855,52.90833949637143,61.093288101212295,68.3043725816449
1.951999999999985,53.006350390045,61.2064613329042,68.4309041012931
1.9539999999999853,53.095914156274574,61.30988066198876,68.54653042630336
1.9559999999999855,53.17703385327383,61.403549619786965,68.65125550481254
1.957999999999985,53.249713812979884,61.487473208388934,68.74508492932738
1.9599999999999853,53.31395963804833,61.5616578971841,68.82802593284522
1.961999999999985,53.36977819866606,61.62611161918094,68.90008738473911
1.963999999999985,53.41717762918137,61.68084376711583,68.96127978640763
1.9659999999999853,53.45616732455343,61.7258651893532,69.01161526669085
1.9679999999999849,53.48675793662089,61.76118818557681,69.05110757705334
1.969999999999985,53.50896137019103,61.78682650227417,69.07977208653531
1.9719999999999853,53.52279077895026,61.80279532801389,69.09762577647277
1.9739999999999849,53.528260561196454,61.809111288518395,69.10468723498839
1.975999999999985,53.525386355394744,61.80579244153175,69.10097665125386
1.977999999999985,53.514185035557055,61.79285827148462,69.0865158095249
1.9799999999999849,53.49467470644663,61.77032968395685,69.06132808295034
1.981999999999985,53.46687469860852,61.73822899993923,69.0254384271565
1.9839999999999847,53.43080556322701,61.696579949895344,68.9788733736083
1.9859999999999849,53.3864890668112,61.64540766762491,68.92166102274805
1.9879999999999851,53.333948185709275,61.58473868392962,68.85383103691377
1.9899999999999847,53.273207100453256,61.51460092008272,68.77541463303805
1.991999999999985,53.20429118993463,61.435023681104,68.68644457512896
1.993999999999985,53.12722702541293,61.34603764884101,68.58695516653495
1.9959999999999847,53.04204236435687,61.24767487485794,68.47698224199416
1.997999999999985,52.94876614412115,61.139968773133795,68.35656315947078
1.9999999999999845,52.84742847545853,61.02295411257092,68.22573679177948
2.0019999999999847,52.73806063586889,60.896667009315415,68.08454351799907
2.003999999999985,52.62069506278746,60.761144918891105,67.93302521467825
2.0059999999999847,52.495365346611464,60.61642662814776,67.77122524683341
2.007999999999985,52.36210622356836,60.46255224702593,67.59918845874135
2.0099999999999847,52.22095356842632,60.29956320013976,67.41696116452864
2.0119999999999845,52.07194438704767,60.12750221817838,67.22459113855813
2.0139999999999847,51.91511680878765,59.94641332912881,67.02212760561578
2.0159999999999845,51.750510078739325,59.75634184932117,66.80962123089884
2.0179999999999847,51.57816454982552,59.557334374297156,66.5871241098067
2.019999999999985,51.3981216747407,59.349438769505355,66.35468975753774
2.0219999999999843,51.21042399774261,59.132704160823124,66.11237309849261
2.0239999999999845,51.01511514629563,58.90718092490706,65.86023045548558
2.0259999999999847,50.81223982256838,58.67292067937536,65.59831953876822
2.0279999999999845,50.601843794785125,58.42997627282116,65.32669943486398
2.0299999999999847,50.383973888433914,58.178401774660784,65.04543059521798
2.031999999999984,50.15867797733299,57.91825246481791,64.75457482466382
2.0339999999999843,49.92600497455567,57.6495848232446,64.45419526970758
2.0359999999999845,49.68600482321706,57.372456519282814,64.14435640663369
2.0379999999999843,49.438728487123015,57.08692640086658,63.825124029432565
2.0399999999999845,49.184227941282565,56.7930544835668,63.4965652375523
2.0419999999999843,48.92255616228747,56.490901939482505,63.15874842347882
2.043999999999984,48.65376711855765,56.18053108597723,62.81174326014263
2.0459999999999843,48.37791576045666,55.86200537426538,62.45562068815799
2.047999999999984,48.09505801027758,55.53538937784885,62.09045290289492
2.0499999999999843,47.80525075210077,55.20074878080586,61.71631334138529
2.0519999999999845,47.50855182152651,54.85815036593521,61.333276669068084
2.053999999999984,47.20501999528314,54.50766200275678,60.94141876637324
2.055999999999984,46.894714980711676,54.149352635369304,60.540816715146605
2.0579999999999843,46.57769740513181,53.78329227017156,60.13154878492132
2.059999999999984,46.254028805086705,53.40955196344302,59.71369441903299
2.0619999999999843,45.92377161547188,53.02820380879116,59.28733422058516
2.0639999999999836,45.5869891585485,52.63932092446506,58.85254993826549
2.0659999999999843,45.24374563284235,52.24297744053697,58.40942445201435
2.0679999999999845,44.8941061019321,51.83924848595623,57.95804175855062
2.069999999999984,44.53813648312674,51.42821017547503,57.4984869567543
2.071999999999984,44.17590353603458,51.00993959644901,57.0308462329091
2.073999999999984,43.80747485102768,50.58451479551718,56.55520684581016
2.075999999999984,43.43291883759963,50.15201476515864,56.07165711173393
2.0779999999999843,43.05230471262241,49.71251943013268,55.58028638927791
2.0799999999999836,42.66570248850221,49.266109633802465,55.081185064069814
2.081999999999984,42.273182961235804,48.812867124343576,54.574444533348476
2.083999999999984,41.87481769837149,48.35287454084255,54.06015719042146
2.085999999999984,41.47067902687403,47.88621539928456,53.53841640899878
2.087999999999984,41.06084002089673,47.41297407843374,53.009316527406675
2.089999999999984,40.645374489463485,46.933235805609776,52.472952832685294
2.0919999999999837,40.224356964060675,46.44708664236005,51.92942154456978
2.093999999999984,39.79786268614273,45.954613470032534,51.378819799360144
2.0959999999999837,39.36596759455247,45.45590397524989,50.82124563368085
2.097999999999984,38.92874831285777,44.95104663528725,50.25679796813275
2.099999999999984,38.48628213660862,44.44013070335776,49.685576590841755
2.1019999999999834,38.03864702051362,43.923246193805404,49.1076821409039
2.1039999999999837,37.585921565539905,43.40048386720923,48.523216091731406
2.1059999999999834,37.12818500593884,42.871935215402026,47.93228073430302
2.1079999999999837,36.665517196197506,42.337692446402954,47.33497916031819
2.109999999999984,36.19799859792003,41.79784846926964,46.731415245261246
2.1119999999999832,35.725710266640476,41.252496878870915,46.12169363137665
2.1139999999999834,35.24873383856689,40.70173194058013,45.50591971055582
2.1159999999999837,34.76715151726374,40.14564857489744,44.88419960714414
2.1179999999999835,34.281046060268885,39.58434234199639,44.256640160663586
2.1199999999999837,33.79050076565099,39.0179094262017,43.62334890845843
2.1219999999999835,33.29559945850924,38.44644662040054,42.98443406826634
2.1239999999999832,32.79642647741505,37.87005131038667,42.34000452071482
2.1259999999999835,32.29306666080049,37.28882145914339,41.69016979174876
2.1279999999999832,31.785605333294967,36.7028555910661,41.03504003499102
2.1299999999999835,31.27412829200922,36.11225277612483,40.37472601403532
2.1319999999999837,30.758721792775415,35.51711261397538,39.709339084682114
2.133999999999983,30.23947253633748,34.91753521801348,39.03899117711055
2.1359999999999832,29.716467654499407,34.313621199380066,38.363794777995864
2.1379999999999835,29.18979469623241,33.70547165091938,37.683862912573915
2.1399999999999832,28.659541613741155,33.09318813108947,36.99930912665264
2.1419999999999835,28.125796748493315,32.47687264783063,36.31024746857644
2.143999999999983,27.58864881721464,31.85662764239385,35.616792471145764
2.145999999999983,27.048186897848186,31.23255597312791,34.91905913349057
2.1479999999999837,26.50450041548641,30.604760899235256,34.21716290290882
2.149999999999983,25.957679128271096,29.973346064490485,33.511219656663265
2.1519999999999833,25.407813113267522,29.33841548092941,32.80134568374518
2.153999999999983,24.854992752315226,28.70007351251077,32.08765766660764
2.155999999999983,24.29930871785436,28.05842485875007,31.37027266286755
2.1579999999999835,23.74085195873291,27.41357453833099,30.649308086982774
2.159999999999983,23.179713685996074,26.765627872696562,29.92488169190631
2.161999999999983,22.615985358657152,26.11469046961868,29.19711155071665
2.1639999999999833,22.04975866945844,25.460868206756224,28.46611603823505
2.1659999999999826,21.481125530616698,24.804267215195384,27.73201381262315
2.1679999999999833,20.9101780595604,24.144993862980407,26.994923796969722
2.169999999999983,20.3370085646603,23.483154738636696,26.254965160868988
2.171999999999983,19.761709530952903,22.818856634685694,25.512257301989656
2.173999999999983,19.18437360586164,22.152206531157134,24.76691982764109
2.175999999999983,18.605093584917533,21.483311579100622,24.019072536338676
2.177999999999983,18.023962397478154,20.812279084095415,23.268835399367205
2.1799999999999833,17.441073092453806,20.139216489768287,22.516328542353296
2.1819999999999826,16.856518824035174,19.464231361313395,21.761672226840016
2.183999999999983,16.270392837429707,18.787431369022002,21.004986831872568
2.1859999999999826,15.682788454608449,18.108924271824282,20.246392835597494
2.187999999999983,15.093799060062507,17.42881790084241,19.486010796874414
2.189999999999983,14.503518086574369,16.74722014296063,18.72396133690687
2.1919999999999824,13.912039001004969,16.064238924413583,17.960365120893442
2.1939999999999826,13.319455290097292,15.379982194393714,17.19534283970037
2.195999999999983,12.725860446301757,14.69455790868386,16.429015191562137
2.1979999999999826,12.131347953622493,14.008074013313925,15.661502863809122
2.199999999999983,11.536011273486698,13.320638428244203,14.892926514625001
2.2019999999999826,10.939943830642592,12.632359031081773,14.123406754841115
2.2039999999999824,10.343238999083132,11.943343640826559,13.353064129764016
2.2059999999999826,9.745990088001161,11.253700001653785,12.582019101043684
2.2079999999999824,9.148290327776953,10.563535766733747,11.810392028583513
2.2099999999999826,8.55023285599869,9.87295848208965,11.038303152492803
2.211999999999983,7.9519107035211976,9.182075570499661,10.265872575088702
2.213999999999982,7.353416780561967,8.490994315441927,9.49322024294622
2.2159999999999824,6.754843862836146,7.79982184508468,8.72046592899859
2.2179999999999827,6.156284577737558,7.10866511632944,7.947729214697042
2.2199999999999824,5.557831390559982,6.417630898900714,7.17512947222254
2.2219999999999827,4.959576590767349,5.726825759492191,6.4027858467607
2.223999999999982,4.361612278311714,5.036356045968088,5.630817238838352
2.225999999999982,3.7640303500003203,4.346327871621212,4.859342286723506
2.227999999999983,3.1669224859168343,3.656847099493525,4.088479348895231
2.229999999999982,2.570380135895608,2.9680193267579917,3.318346486582016
2.2319999999999824,1.9744945060507137,2.279949869163633,2.549061446370817
2.2339999999999822,1.3793565453666872,1.5927437455518578,1.7807416428957925
2.235999999999982,0.7850569323450584,0.9065056624372024,1.0135041415990311
2.2379999999999827,0.1916860617153213,0.2213399986624799,0.24746564157450887
2.239999999999982,-0.40066596879089633,-0.46264920987309227,-0.5172575415064009
2.2419999999999822,-0.9919093716012509,-1.1453582854113895,-1.2805494923862368
2.2439999999999825,-1.581954682394749,-1.826683923452794,-2.042294713123235
2.245999999999982,-2.1707127731255764,-2.5065232077948205,-2.8023781399050254
2.2479999999999825,-2.758094864977162,-3.184773625490178,-3.56068515977225
2.2499999999999822,-3.3440125412395973,-3.861333081716331,-4.317101627243235
2.251999999999982,-3.9283777601163847,-4.536099914563466,-5.071513880847449
2.2539999999999822,-4.511102867452027,-5.208972909731039,-5.823808759556742
2.2559999999999816,-5.092100609381806,-5.879851315134487,-6.573873619116127
2.2579999999999822,-5.6712841449025655,-6.548634855420705,-7.321596348272602
2.2599999999999825,-6.248567058359746,-7.2152237463868545,-8.06686538489586
2.261999999999982,-6.823863371851899,-7.879518709303843,-8.8095697319924
2.263999999999982,-7.397087557551146,-8.54142098514277,-9.54959897361123
2.265999999999982,-7.96815454993301,-9.200832348696727,-10.286843290632467
2.267999999999982,-8.536979757921518,-9.857655122604747,-11.021193476446625
2.2699999999999823,-9.103479076941362,-10.511792191268439,-11.752540952513858
2.2719999999999816,-9.667568900878438,-11.163147014662838,-12.480777783804976
2.273999999999982,-10.22916613394782,-11.811623642040349,-13.20579669412294
2.275999999999982,-10.788188202464507,-12.457126725522453,-13.927491081298795
2.277999999999982,-11.344553066518253,-13.09956153358061,-14.645755032263828
2.279999999999982,-11.898179231551087,-13.738833964404867,-15.360483337996113
2.281999999999982,-12.44898575983117,-14.374850559152684,-16.071571508333136
2.2839999999999816,-12.99689228182884,-15.007518515084898,-16.778915786658274
2.285999999999982,-13.541819007486943,-15.636745698579551,-17.48241316445067
2.2879999999999816,-14.083686737386833,-16.262440658025298,-18.18196139570049
2.289999999999982,-14.6224168738091,-16.884512636593215,-18.877459011188325
2.291999999999982,-15.157931431684785,-17.502871584882197,-19.56880533262304
2.2939999999999814,-15.690153049438614,-18.11742817343962,-20.25590048664043
2.2959999999999816,-16.219004999721598,-18.728093805154305,-20.93864541865887
2.297999999999982,-16.744411200029987,-19.334780627518196,-21.61694190658837
2.2999999999999816,-17.266296223212418,-19.937401544759012,-22.290692574395244
2.301999999999982,-17.784585307861075,-20.535870229838906,-22.959800905517017
2.303999999999981,-18.29920436858602,-21.130101136318235,-23.62417125612657
2.3059999999999814,-18.810080006173717,-21.72000951008558,-24.283708868246645
2.3079999999999816,-19.317139517623854,-22.30551140094738,-24.93831988270746
2.3099999999999814,-19.820310906067643,-22.886523674080458,-25.58791135195109
2.3119999999999816,-20.319522890564212,-23.46296402134402,-26.232391252678546
2.3139999999999814,-20.814704915772722,-24.03475097244802,-26.87166849833648
2.315999999999981,-21.3057871615018,-24.601803905979875,-27.505652951445427
2.3179999999999814,-21.792700552132626,-25.16404306028535,-28.13425543576495
2.319999999999981,-22.275376765914796,-25.721389544202477,-28.757387748294548
2.3219999999999814,-22.75374824413629,-26.273765347650123,-29.374962671112034
2.3239999999999816,-23.227748200161155,-26.82109335206377,-29.98689398304116
2.325999999999981,-23.697310628339736,-27.363297340684255,-30.593096471154617
2.327999999999981,-24.162370312786447,-27.900302008693345,-31.193485942106136
2.3299999999999814,-24.622862836024108,-28.432032973195497,-31.787979233290294
2.331999999999981,-25.07872458749623,-28.958416783046857,-32.376494223831784
2.3339999999999814,-25.529892771943555,-29.479380928527785,-32.95894984539951
2.3359999999999808,-25.976305417644515,-29.99485385085798,-33.5352660928449
2.3379999999999814,-26.417901384520743,-30.504764951556076,-34.10536403466624
2.3399999999999817,-26.854620372101824,-31.009044601636393,-34.669165823290946
2.341999999999981,-27.2864029273538,-31.50762415064861,-35.226594705182194
2.343999999999981,-27.713190452367016,-32.00043593555492,-35.77757503076394
2.3459999999999805,-28.13492521190231,-32.48741328944357,-36.32203226416295
2.347999999999981,-28.551550340797366,-32.968490550081015,-36.859892992770305
2.3499999999999814,-28.96300985122866,-33.443603068297286,-37.39108493661664
2.3519999999999808,-29.369248639830897,-33.912687216206834,-37.915536957563305
2.353999999999981,-29.770212494673025,-34.375680395263664,-38.433179068308206
2.355999999999981,-30.16584810208663,-34.83252104414615,-38.94394244120139
2.357999999999981,-30.556103053350892,-35.28314864647616,-39.44775941687521
2.3599999999999812,-30.940925851229814,-35.72750373836756,-39.94456351268388
2.3619999999999806,-31.320265916361254,-36.16552791580366,-40.43428943095164
2.363999999999981,-31.69407359349925,-36.5971638418452,-40.91687306703162
2.365999999999981,-32.0623001576058,-37.02235525366458,-41.39225151717025
2.367999999999981,-32.42489781979381,-37.441046969408134,-41.86036308617956
2.369999999999981,-32.78181973312051,-37.853184894885814,-42.321147294916464
2.3719999999999812,-33.13301999822749,-38.258716030083775,-42.77454488756413
2.3739999999999806,-33.47845366883164,-38.657588475504724,-43.22049783872053
2.375999999999981,-33.81807675706279,-39.04975143833127,-43.65894936028946
2.3779999999999806,-34.15184623864801,-39.43515523841228,-44.08984390817339
2.379999999999981,-34.47972005794385,-39.81375131407363,-44.51312718877012
2.381999999999981,-34.80165713281344,-40.18549222774979,-44.92874616526901
2.3839999999999804,-35.11761735934979,-40.55033167143774,-45.33664906374874
2.3859999999999806,-35.42756161644493,-40.90822447197305,-45.73678537907612
2.387999999999981,-35.7314517702017,-41.259126596124176,-46.129105880601585
2.3899999999999806,-36.02925067819193,-41.60299515550922,-46.51356261765654
2.391999999999981,-36.320922193557266,-41.93978841133148,-46.89010892484757
2.39399999999998,-36.60643116895341,-42.26946577893351,-47.25869942714823
2.3959999999999804,-36.88574346033797,-42.5919878321712,-47.619290044789366
2.3979999999999806,-37.158825930600344,-42.907316307605115,-47.971837997945165
2.3999999999999804,-37.42564645303453,-43.21541410851049,-48.316301811216476
2.4019999999999806,-37.68617391465389,-43.51624530870495,-48.65264131791031
2.403999999999981,-37.94037821934746,-43.80977515619294,-48.98081766411445
2.40599999999998,-38.18823029087801,-44.09597007662767,-49.30079331256806
2.4079999999999804,-38.42970207572191,-44.374797676590326,-49.61253204632787
2.40999999999998,-38.664766545749146,-44.646226746684604,-49.915998972228046
2.4119999999999804,-38.89339770074537,-44.91022726444903,-50.21116052413623
2.4139999999999806,-39.11557057077398,-45.16677039708432,-50.497984466002855
2.41599999999998,-39.33126121837923,-45.41582850399748,-50.77643989470549
2.41799999999998,-39.54044674063028,-45.657375139161914,-51.046497242687494
2.419999999999981,-39.74310527100491,-45.89138505329264,-51.308128280390065
2.42199999999998,-39.93921598111434,-46.11783419583792,-51.56130611847898
2.4239999999999804,-40.12875908226868,-46.33669971678692,-51.806005209865404
2.4259999999999797,-40.311715826881795,-46.54795996829179,-52.04220135151973
2.42799999999998,-40.488068509718026,-46.75159450610741,-52.26987168608095
2.4299999999999806,-40.657800468977804,-46.947584090844856,-52.48899470325839
2.43199999999998,-40.82089608722522,-47.13591068904244,-52.69955024102895
2.43399999999998,-40.97734079215552,-47.316557474052054,-52.90151948662808
2.4359999999999804,-41.12712105720324,-47.48950882674122,-53.09488497733485
2.4379999999999797,-41.27022440199145,-47.654750336012036,-53.279630601051956
2.4399999999999804,-41.406639392622424,-47.8122687991366,-53.455741596680866
2.4419999999999797,-41.536355641808356,-47.96205222190817,-53.623204554290766
2.44399999999998,-41.65936380884517,-48.10408981861062,-53.78200741508444
2.44599999999998,-41.77565559942611,-48.23837201180351,-53.93213947115799
2.44799999999998,-41.88522376529885,-48.36489043192601,-54.073591365057865
2.44999999999998,-41.988062103763966,-48.48363791671768,-54.206355089133524
2.4519999999999804,-42.084165457015786,-48.594608510457626,-54.33042398468653
2.4539999999999798,-42.17352971132652,-48.697797463022084,-54.44579274091711
2.45599999999998,-42.25615179607332,-48.793201228761205,-54.552457393668206
2.4579999999999798,-42.332029682608514,-48.880817465194504,-54.65041532396695
2.45999999999998,-42.401162382974526,-48.960645031526745,-54.73966525636559
2.46199999999998,-42.4635499484622,-49.032683986983535,-54.82020725708032
2.4639999999999795,-42.519193468014485,-49.096935588967874,-54.89204273193044
2.4659999999999798,-42.56809506647531,-49.1534022910382,-54.955174424077676
2.46799999999998,-42.61025790268367,-49.202087740707576,-55.009606411565606
2.4699999999999798,-42.64568616741446,-49.242996777066075,-55.0553441046614
2.47199999999998,-42.674385081165816,-49.276135428225665,-55.092394242999156
2.4739999999999793,-42.6963608917936,-49.301510908588874,-55.12076489252608
2.4759999999999796,-42.71162087199386,-49.319131615941785,-55.14046544225245
2.4779999999999798,-42.720173316633776,-49.32900712837195,-55.15150660080571
2.4799999999999796,-42.72202753993146,-49.33114820101208,-55.15390039278974
2.4819999999999798,-42.717193872485744,-49.32556676261013,-55.14766015495026
2.48399999999998,-42.70568365815583,-49.31227591192652,-55.1328005321466
2.4859999999999793,-42.687509250792566,-49.29128991395945,-55.109337473131575
2.4879999999999796,-42.66268401082097,-49.262624195998846,-55.07728822613969
2.4899999999999793,-42.631222301675294,-49.22629534351002,-55.03667133428488
2.4919999999999796,-42.59313948608748,-49.18232109584775,-54.987506630768785
2.49399999999998,-42.548451922229326,-49.13072034180188,-54.92981523390039
2.495999999999979,-42.49717695970953,-49.07151311497492,-54.86361954192818
2.4979999999999793,-42.439332935426194,-49.00472058899291,-54.78894322768585
2.49999999999998,-42.37493916927573,-48.93036507255072,-54.70581123305243
2.5019999999999794,-42.30401595971904,-48.84847000429202,-54.6142497632282
2.5039999999999796,-42.22658457920558,-48.75905994752567,-54.5142862808274
2.505999999999979,-42.142667269456645,-48.662160584779244,-54.40594949978867
2.507999999999979,-42.05228723660833,-48.55779871219057,-54.28926937910494
2.50999999999998,-41.95546864621543,-48.446002233738774,-54.164277116373285
2.511999999999979,-41.85223661811703,-48.32680015531555,-54.03100514116651
2.5139999999999794,-41.74261722116461,-48.20022257863779,-53.889487108227165
2.5159999999999796,-41.62663746781435,-48.066300695003136,-53.73975789048623
2.517999999999979,-41.5043253085836,-47.925066778889075,-53.58185357190645
2.5199999999999796,-41.37570962637329,-47.77655418139681,-53.41581144015255
2.521999999999979,-41.24082023065733,-47.62079732354194,-53.24166997908992
2.523999999999979,-41.099687851539294,-47.457831689391604,-53.05946886111166
2.5259999999999794,-40.95234413367865,-47.287693819051114,-52.86924893929749
2.5279999999999787,-40.7988216300866,-47.11042130150003,-52.67105223940412
2.5299999999999794,-40.639153795792794,-46.92605276727915,-52.464921951689156
2.5319999999999796,-40.47337498138521,-46.734627881030825,-52.25090242257096
2.533999999999979,-40.301520426422385,-46.536187333892336,-52.02903914612398
2.535999999999979,-40.1236262527207,-46.33077283574447,-51.79937875541266
2.5379999999999785,-39.93972945751769,-46.118427107317345,-51.56196901366528
2.539999999999979,-39.749867906511675,-45.89919387215317,-51.31685880528816
2.5419999999999794,-39.55408032678014,-45.67311784842919,-51.064098126723316
2.5439999999999787,-39.35240629957734,-45.44024474064099,-50.80373807715029
2.545999999999979,-39.144886253012,-45.2006212311475,-50.53583084903304
2.547999999999979,-38.931561454608236,-44.954294971581035,-50.26042971851611
2.549999999999979,-38.712474003748575,-44.701314574121255,-49.9775890356686
2.551999999999979,-38.487666824001465,-44.441729602635746,-49.687364214579134
2.5539999999999785,-38.257183655335865,-44.175590563690236,-49.38981172330481
2.5559999999999787,-38.02106904622117,-43.90294889742628,-49.08498907367232
2.557999999999979,-37.77936834561748,-43.623856968312545,-48.772954810937385
2.5599999999999787,-37.53212769485434,-43.338368055767106,-48.45376850330034
2.561999999999979,-37.279394019401394,-43.046536344655024,-48.12749073128201
2.563999999999979,-37.02121502053163,-42.74841691566191,-47.794183076960984
2.5659999999999785,-36.757639166878825,-42.44406573554523,-47.45390811307439
2.5679999999999787,-36.488715685889495,-42.13353964726403,-47.10672939198246
2.5699999999999785,-36.21449455517356,-41.81689635999137,-46.75271143450212
2.5719999999999787,-35.93502649375112,-41.494194439007074,-46.3919197186068
2.573999999999979,-35.65036295320123,-41.16549329547717,-46.024420667999415
2.5759999999999783,-35.360556108710526,-40.83085317611776,-45.65028164055629
2.5779999999999785,-35.06565885002446,-40.490335152746404,-45.269570916645165
2.5799999999999788,-34.765724772304374,-40.14400111172474,-44.88235768732186
2.5819999999999785,-34.46080816688889,-39.7919137432907,-44.48871204240308
2.5839999999999788,-34.15096401196244,-39.43413653078346,-44.0887049584198
2.585999999999978,-33.83624796313445,-39.070733739765195,-43.682408286454795
2.5879999999999783,-33.516716343926454,-38.70177040703652,-43.2698947398617
2.5899999999999785,-33.19242613617351,-38.32731232955309,-42.85123788187329
2.5919999999999783,-32.86343497033718,-37.947426053239866,-42.42651211309545
2.5939999999999785,-32.529801115734756,-37.56217886170889,-41.99579265889339
2.5959999999999788,-32.19158347068483,-37.17163876488039,-41.559155556669445
2.597999999999978,-31.848841552571425,-36.775874487509704,-41.116677643035985
2.5999999999999783,-31.501635487826928,-36.374955457620686,-40.668436540883434
2.601999999999978,-31.15002600183864,-35.96895179485075,-40.21451064634969
2.6039999999999783,-30.794074408775806,-35.55793429870415,-39.7549791156869
2.6059999999999786,-30.433842601344097,-35.141974436721426,-39.2899218520345
2.607999999999978,-30.069393040464846,-34.72114433256207,-38.81941949209518
2.6099999999999786,-29.700788744882082,-34.29551675400374,-38.34355339271766
2.611999999999979,-29.328093280701438,-33.86516510086286,-37.862405617391445
2.613999999999978,-28.95137075085809,-33.430163392833144,-37.376058922649975
2.6159999999999783,-28.570685784519313,-32.99058625724887,-36.884596744389434
2.6179999999999777,-28.18610352642141,-32.54650891677211,-36.388103184102754
2.6199999999999783,-27.797689626143075,-32.09800717700674,-35.886662995031614
2.6219999999999786,-27.405510227317162,-31.645157414041204,-35.38036156823882
2.623999999999978,-27.00963195678276,-31.18803656192248,-34.86928491860377
2.625999999999978,-26.610121913677308,-30.7267221000607,-34.35351967074043
2.6279999999999784,-26.207047658474828,-30.261292040571586,-33.8331530448457
2.629999999999978,-25.800477201967052,-29.791824915552954,-33.30827284247418
2.6319999999999784,-25.390478994191504,-29.318399764300008,-32.778967432244315
2.6339999999999777,-24.977121913310345,-28.84109612046365,-32.2453257354811
2.635999999999978,-24.560475254436312,-28.359993999147903,-31.70743721179042
2.637999999999978,-24.14060871841418,-27.875173883955704,-31.1653918445759
2.639999999999978,-23.71759240055368,-27.386716713978977,-30.61928012649334
2.641999999999978,-23.291496779318262,-26.89470387073739,-30.069193044847772
2.6439999999999784,-22.86239270497332,-26.399217165070567,-29.515222066938552
2.6459999999999777,-22.430351388190978,-25.900338823979915,-28.95745912534802
2.647999999999978,-21.995444388617535,-25.398151477427554,-28.395996603182375
2.6499999999999777,-21.557743603403136,-24.89273814509146,-27.830927319263274
2.651999999999978,-21.11732125569599,-24.384182223079772,-27.26234451327416
2.653999999999978,-20.674249883102913,-23.872567470606104,-26.690341830862742
2.6559999999999775,-20.228602326118562,-23.35797799662888,-26.115013308703276
2.6579999999999777,-19.7804517165228,-22.84049824645367,-25.53645335951758
2.659999999999978,-19.32987146575262,-22.320212988306285,-24.954756757063294
2.6619999999999777,-18.8769352532453,-21.79720729987262,-24.37001862108491
2.663999999999978,-18.42171701475678,-21.271566554809866,-23.782334402232948
2.6659999999999773,-17.964290930659743,-20.743376409234315,-23.191799866956718
2.6679999999999775,-17.504731414216852,-20.212722788180393,-22.598511082365228
2.6699999999999777,-17.043113099838358,-19.679691872041825,-22.00256440106781
2.6719999999999775,-16.5795108313199,-19.14437008298972,-21.40405644598916
2.6739999999999777,-16.113999650064454,-18.606844071372496,-20.80308409516393
2.675999999999978,-15.64665478329293,-18.067200702102642,-20.199744466516716
2.6779999999999773,-15.17755163223967,-17.525527041026038,-19.594134902622486
2.6799999999999775,-14.706765760339588,-16.98191034128166,-18.98635295545623
2.6819999999999773,-14.234372881406276,-16.436438029650844,-18.376496371131
2.6839999999999775,-13.760448847803454,-15.889197692898799,-17.76466307462728
2.6859999999999777,-13.285069638611484,-15.340277064110522,-17.150951154516015
2.687999999999977,-12.808311347791589,-14.78976400902402,-16.53545884767877
2.6899999999999773,-12.330250172346776,-14.237746512359685,-15.918284524023402
2.691999999999978,-11.850962400486369,-13.684312664153875,-15.299526671204658
2.6939999999999773,-11.37052439979044,-13.129550646092438,-14.67928387934449
2.6959999999999775,-10.889012605378316,-12.573548717848794,-14.057654825757613
2.697999999999977,-10.4065035080857,-12.016395203432126,-13.434738259688329
2.699999999999977,-9.92307364264543,-11.458178477539635,-12.81063298705184
2.7019999999999778,-9.43879957588188,-10.898986951924655,-12.185437855193387
2.703999999999977,-8.953757894913181,-10.338909061773723,-11.559251737657311
2.7059999999999773,-8.4680251953685,-9.778033252101073,-10.932173518975674
2.7079999999999775,-7.98167806961931,-9.216447964159283,-10.304302079474853
2.709999999999977,-7.494793095027913,-8.654241621869826,-9.675736280104482
2.7119999999999775,-7.007446822212984,-8.091502618273303,-9.046574947288324
2.713999999999977,-6.5197157633365475,-7.528319302004404,-8.41691685780281
2.715999999999977,-6.031676380412085,-6.9647799637912495,-7.786860723682881
2.7179999999999773,-5.543405073636202,-6.400972822981994,-7.156505177158236
2.719999999999977,-5.054978169746436,-5.836986014101572,-6.525948755623333
2.7219999999999773,-4.5664719104039095,-5.272907573437123,-5.895289886639438
2.7239999999999776,-4.077962440608038,-4.708825425660468,-5.264626872978095
2.725999999999977,-3.5895257971391095,-4.144827370482742,-4.63405787770056
2.727999999999977,-3.101237897033064,-3.5810010693462164,-4.00368090927879
2.729999999999977,-2.6131745260929278,-3.017434032158449,-3.373593806763789
2.731999999999977,-2.125411327431724,-2.454213604062771,-2.7438942249945555
2.7339999999999773,-1.638023790056945,-1.8914269522567762,-2.1146796198607007
